Твитнуть;Самоубийство
Научитесь искусству быть одиноким и в то же время счастливым.;Не суицидный пост
спасибо за помощь, я понял, что теперь ты мне нужен, чтобы все заработало.;Не суицидный пост
проверяю виртуальную коробку, выглядит довольно красиво;Не суицидный пост
Только что проснулся, очень рад, что выиграл. Был ли это хороший матч?;Не суицидный пост
Ктонибудь, убейте мою злую версию, пожалуйста!!;Пост о потенциальном самоубийстве
сегодня отправляюсь домой на пасхальные каникулы, мои родители не думают, что я буду дома до четверга, так какой сюрприз!;Не суицидный пост
Это черный Дивали для всех нас, кто не смог . пока мы связались с твоим офисом и рассказали…;Пост о потенциальном самоубийстве
Я не хочу больше здесь находиться;Пост о потенциальном самоубийстве
Я устал от того, что люди проходят через все, буквально каждый раз, когда я умираю, это потому, что ктото портит мои вещи.;Пост о потенциальном самоубийстве
ох, у тебя проблемы;Не суицидный пост
Выиграл свою первую игру в поселенцы... и раньше даже не осознавал, что мог бы выиграть фунт, хаха;Не суицидный пост
эй эй эй, только что присоединился к Твиттеру. звучит как хорошая вещь;Не суицидный пост
детка, я впервые попробую чтонибудь с тобой...;Не суицидный пост
посттравматическое стрессовое расстройство и алкоголь, несколько лет назад со мной случились ужасные жестокие вещи, мне был 21, сейчас мне 26, я забыл о том, что подавлял это или чтото в этом роде на несколько лет, чтото несвязанное, однажды заставило меня вспомнить все, что все это нахлынуло мне в голову, и это Я как будто заново переживал все это и чувствовал, что у меня была бесконечная паническая атака в течение примерно 4 дней. Эта скрытая травма многое объясняла, почему мое употребление сигарет с алкоголем и порнографией было безумно высоким до такой степени, что они испортили мне жизнь. и отношения с близкими мне людьми в значительной степени, я боюсь говорить о том, что случилось с кемлибо, даже с людьми, которым я доверяю, например, с моей семьей или потенциальным терапевтом, изза крайней иррациональной паранойи по поводу людей, которые обнаружили и снова причинили мне боль, а иногда я просто полностью поглощен негативные ужасные мысли и не могу от них избавиться. Пару лет назад я пытался обратиться к терапевту по скользящей шкале, и даже отказался от идеи терапии. Я не знаю, что делать, я не хочу сдаваться.;Пост о потенциальном самоубийстве
Нет проблем.;Не суицидный пост
завтра куплю пистолет, так как магазины закрыты, я избавлю вас от подробностей своей жизни, так как всем все равно будет насрать, я только что закончил со всем, ничего не помогает, да, я прекрасно понимаю, что я не один, это не имеет никакого значения, ничего не может быть готово, и мне надоело тратить время, деньги, воздух, как бы я ни любил людей в своей жизни, они не стоят того, чтобы жить с этим дерьмом, и они не помогают, потому что не знают, что делать, я пробовал ножи, но не могу заставить себя рисовать кровь;Пост о потенциальном самоубийстве
"В церкви Ясона только одно место. Моя жизнь; Мой выбор; Моя вера; Моё художественное выражение. Извините, вот ";Пост о потенциальном самоубийстве
хехе, но ты можешь использовать его почти для чего угодно, лол;Не суицидный пост
, конечно, просто сделай домашнее задание и отпразднуй этот момент ;Не суицидный пост
"хаха, все было в порядке. в итоге мы заплатили около 900 долларов. и да, я иду в школу сегодня, о, о, пуд! ;Д";Не суицидный пост
Я устал от лжи и жизни во лжи, от людей, показывающих только ту версию, которую они хотят показать, и от шоу, которые люди устраивают.;Пост о потенциальном самоубийстве
С днем ​​рождения, молодец, продолжай в том же духе ;Не суицидный пост
Действительно хорошая программа;Не суицидный пост
Я измотан до такой степени, что мне НУЖЕН покой. Я дошел до того, что решил умереть за это, разорвать связи ради этого. Я… ;Пост о потенциальном самоубийстве
Ты или картинка?! Черт возьми, оба так хорошо выглядят! ¤©;Пост о потенциальном самоубийстве
Я устал бороться, я устал просить о помощи и, по большей части, я просто устал от жизни. жить больше не стоит.;Пост о потенциальном самоубийстве
ок... теперь у меня есть тктс на 2 ночи... Форсаж! надежда  это ВЕЛИКОЛЕПНО после того, как билеты на выходные были распроданы!...;Не суицидный пост
Удачи Magento!;Не суицидный пост
Я просто хочу, чтобы оно было здоровым.;Не суицидный пост
Я ненавижу себя больше всего на свете;Пост о потенциальном самоубийстве
Но я просто ублюдок, который хочет умереть;Пост о потенциальном самоубийстве
Вы переусердствовали с романами Уильяма Гибсона?;Не суицидный пост
Желаем вам еще прекрасных лет с HIGHLIGHT. С 8летием, ребята!  ;Не суицидный пост
Я действительно думаю, что приятели поступают правильно. заслуживает каждого доллара, который он получит. Стилерс глуп, что не платит ему… ;Пост о потенциальном самоубийстве
О Боже, СПАСИБО ЗА ОТВЕТ МНЕ Вы только что сделали меня ооочень счастливым!!! Пожалуйста, подписывайтесь на меня... Я многому научился из ваших блогов);Не суицидный пост
я всю свою жизнь был уродливым, тьфу, это несправедливо, я хочу быть милым хотя бы один период своей несчастной жизни.;Пост о потенциальном самоубийстве
На самом деле речь идет о конкретной проблеме. Я так устал от всего, что просто хочу умереть хахахаха;Пост о потенциальном самоубийстве
Интересно, цифровой взгляд на взаимодействие. Приятно осознавать, что они общаются с людьми на угольном забое.;Не суицидный пост
Мой Gдедушка воевал в Первой мировой войне и заслужил военную медаль в ЛаБуаселе. Затем в 39м году возникла мысль о бое… ;Пост о потенциальном самоубийстве
это не «ботаник», Лиза, это «отсталый», помнишь? Специальная Олимпиада? Я не говорю поавстрийски? от этого парня захватывает дух..;Не суицидный пост
важные встречи происходят по всему офису, и я не нужен ни на одной из них. ДА!;Не суицидный пост
если я не буду счастлив к 25 годам, я думаю, что будет лучше, если я просто умру, мне 19 лет, у меня всю жизнь была тревога и депрессия с 12 лет, и с годами ситуация становилась все хуже и хуже, добавьте к этому мисофонию, и это делает жизнь мучает сейчас особенно плохо, потому что я не знаю, что, черт возьми, делаю в жизни, единственная причина, по которой я должен жить,  это мои друзья и семья, и потому что я слишком боюсь умереть, что иронично, потому что большую часть времени я хотел бы умереть время или, по крайней мере, я хочу я никогда не рождался, но жизнь тоже страшна, если в ближайшие 5 лет дела не улучшатся, тогда я, блядь, уйду, или, может быть, я выйду из себя, как жалкий кусок дерьма, трус, я не знаю;Пост о потенциальном самоубийстве
Блин, это хардкор. Я ненавижу себя за то, что разогреваю так много духовок вопреки четкому стилю AP. ;Пост о потенциальном самоубийстве
Его забанила в чате моего парня Клейстера его замечательная подруга  за то, что он сказал, что грустно, как профессионалы CoD просыпаются в 1600 ;Пост о потенциальном самоубийстве
спасибо;Не суицидный пост
у тебя не было свинки, так что, к счастью, моя жизнь сохранена.;Не суицидный пост
Просто хочу, черт возьми, заснуть и никогда больше не просыпаться ;Пост о потенциальном самоубийстве
Месси устал.;Не суицидный пост
Поздравляем Джо Коула с блестящей карьерой. Наслаждайся своим пенсионером, приятель        ;Не суицидный пост
Я просто хочу напомнить вам всем, что без Айрис Барри Аллен был бы мертв прямо сейчас. Но она бесполезна, верно? ;Пост о потенциальном самоубийстве
Интересно, что я только что задал себе тот же вопрос!;Не суицидный пост
Пожалуйста, не вспоминай этот образ, я не готов умереть;Пост о потенциальном самоубийстве
У меня тоже есть домашние пирожные....;Не суицидный пост
HICHEW – это буквально лучшая конфета на свете.;Не суицидный пост
я не думаю, что смогу жить с тем, что он со мной сделал, я подвергался сексуальному насилию в течение многих лет, и я не могу больше ни секунды заново переживать ощущение его рук по всему моему телу, я лучше покончу с собой, чем буду жить с чувством вины и мне стыдно, что я чувствую это, я не могу никому рассказать, что со мной случилось, я чувствую, что схожу с ума;Пост о потенциальном самоубийстве
нравится новая песня. и припев очень приятный и запоминающийся. хорошая работа. кто сделал трек и запись Джордана?;Не суицидный пост
я попал в больницу после попытки самоубийства, и теперь мое сердце разбито, меня не отпускают, пока мое медицинское состояние не станет стабильным, а затем мне придется пойти в психиатрическую больницу, но я не уверен, что это сработает;Пост о потенциальном самоубийстве
Следовательно, мои мечты были бы разбиты. Что бы мне тогда делать? Работать на тупиковой работе всю оставшуюся жизнь и позволить формам… ;Пост о потенциальном самоубийстве
в этом году мы планируем нашу первую охоту за яйцами.;Не суицидный пост
очень скучно, правда | по телефону моему малышу х;Не суицидный пост
Это все весело и весело. игры, пока тебя не стошнит ;Не суицидный пост
Пасхальное яйцо без калорий ;Не суицидный пост
Да, я видела его ответ. Поздравляю, Дорогой! Вы, должно быть, очень счастливы!;Не суицидный пост
— красиво оформленный и полностью доступный HTMLсайт.;Не суицидный пост
Мне 29, и я упустил свой шанс на любовь, смерть не может прийти за мной достаточно быстро 144 iq, это 9983й процентиль, у меня также есть степень магистра и бакалавра из десяти лучших школ, я не могу этого понять, почемуто я слишком стар, чтобы привлечь когото, кто меня привлекает, и я отстаю где выпускнику Ivy должно быть 42 тысячи в 29 лет на временной должности, этого просто недостаточно, чтобы я чегото стоил, я так устал от того, что меня не любят такой, какая я есть, и завидую вниманию, которое получают женщины не думаю, что меня когданибудь будут так разыскивать, просто я недостаточно хорош;Пост о потенциальном самоубийстве
я тоже. Это будет потрясающе. Эээ! Одна неделя!;Не суицидный пост
Райкбу не всё надоело;Не суицидный пост
чувствую себя очень довольным гигантской коробкой шоколадных конфет, которая прибыла сегодня утром. Пасха – чудесный, но недооцененный праздник;Не суицидный пост
6 мая Мы не могли больше ждать...я ждала, что ктонибудь спросит! РЖУ НЕ МОГУ;Не суицидный пост
Только что вернулся после знойного утра, посвященного предсезонной тренировке «Ковбоев», а кондиционер в офисе сломан… ;Пост о потенциальном самоубийстве
Черт, ктонибудь, придите и убейте меня, пожалуйста.;Пост о потенциальном самоубийстве
Боже мой, по крайней мере, уже почти пора спать, я уверен, что завтра будет лучше. Мне очень хочется впасть в спящий режим, но есть работа!;Не суицидный пост
Я только что обрезал это. скоро выложу фото;Не суицидный пост
правда???? почему? Позвоните супермену, он может вас спасти!!!! Ты нам нужен!;Не суицидный пост
ненавидит людей на Facebook, пытающихся убедить JP1 купить iPhone.;Не суицидный пост
"мне нравится тот факт, что я сказал это, как Чендлер, в своей голове, пока читал. а потом продолжил читать и увидел, как ты сказал «точно как Чендлер»;";Не суицидный пост
Нам нужно выразить огромную благодарность  за его умение, опыт и потрясающий интеллект. ;Не суицидный пост
Достойно функционален. Я сегодня на работе.;Не суицидный пост
я ухожу навсегда, если ты все равно будешь скучать по мне;Пост о потенциальном самоубийстве
Работаю как сумасшедший;Не суицидный пост
"Еще больше удовольствия от демонтажа используйте дрели и усилители; влюблен в свою организацию электронных таблиц";Не суицидный пост
Только что купил 2 новых чтения — «Десять заповедей против неудач в бизнесе» и «Другие сладости 22 новых друга, которых можно шить и вязать крючком».;Не суицидный пост
Мне все равно, кто со мной трахается, в конце дня я пришел в этот мир один, я умру один с этим саем… ;Пост о потенциальном самоубийстве
ПОЧЕМУ вы совершаете рейды в офисы доктора, если ЗНАЕТЕ, что незаконный фентанил по почте убивает людей? Люди в смятении ;Пост о потенциальном самоубийстве
я собираюсь покончить с собой сегодня вечером, я аспиранткалесбиянка в консервативной известной школе в Америке, моя жизнь до сих пор была дерьмом, я одинок, девушки хотят использовать меня только для секса, я не чувствую любви друзей, мне трудно это сделать найди диссертационную лабораторию я придумал чтото для профессора в бакалавриате, но теперь она украла это и не отдала мне должное, я хочу убедиться, что делаю это правильно, чтобы меня не было, я просто чертовски устал от того, что меня не ценят;Пост о потенциальном самоубийстве
привет привет;Не суицидный пост
ууууууууггхххххх. Это был китайский или английский?;Не суицидный пост
лол магазин conbrainer это мило;Не суицидный пост
хочу убить ее.;Не суицидный пост
она устала.;Не суицидный пост
Купи Mac ура!;Не суицидный пост
Да, я бы заплатил больше, чтобы летать в разделе ;Не суицидный пост
ВСЕГДА ОЧЕНЬ СТРЕСС, И ЭТО НЕ ХОРОШО. ДЕНЬ ЗА ДНЕМ МНЕ ПРОСТО ЧУВСТВУЮ, ЧТО Я ПОТЕРЯЮ ЭТО И СДЕЛАЮ ЭТО. ТЕБЯ БУДЕТ НЕ ЗАНИМАТЬСЯ, ПОТОМУ ЧТО Я ДЛЯ ВАС БЕСЦЕНЕН;Пост о потенциальном самоубийстве
Я собираюсь на , очень хочу! Давай, июнь!;Не суицидный пост
Сегодня я чуть не покончил с собой, потому что меня чуть не сбил грузовик, слава Богу.;Не суицидный пост
многомного. Я их скачал нелегально (h) НО потом потерял их все. так что теперь у меня есть только те, кто мне пишет по электронной почте, почему?;Не суицидный пост
Доброе утро, Твиттервилль! С нетерпением жду ваших твитов сегодня. Пусть это будет потрясающий день.;Не суицидный пост
Не все.;Не суицидный пост
Тесто для печенья такое «Эй, не ешь меня сырым, тебя может стошнить», не осознавая, что я был готов умереть за то, что мне нравилось меньше.;Пост о потенциальном самоубийстве
я чувствую себя нехорошо, раньше у меня были цели и вещи, которых я с нетерпением ждал, но с каждым днем ​​я чувствую себя все хуже и хуже, и я просто хочу, чтобы это уже закончилось;Пост о потенциальном самоубийстве
Я просто хочу покончить со своей задницей, я устал жить такой жизнью;Пост о потенциальном самоубийстве
Обо мне, и я серьезно об этом говорю. Если бы я когданибудь (к сожалению, не думаю, что у меня хватит смелости) покончить жизнь самоубийством, я бы не стал… ;Пост о потенциальном самоубийстве
берегись кирпичной стены в 1400, которая выпрыгнет на тебя, как только закончится прилив кофеина;Не суицидный пост
Я на тысячу процентов покончил с «протоколами» и всем остальным. Я устал объяснять и давать дальнейшие ответы… ;Пост о потенциальном самоубийстве
"Иногда в жизни ; любовные ситуации, чтобы двигаться вперед, нам просто нужно поддаться уязвимости и";Не суицидный пост
только что создал новую иконку жидкости для использования с .;Не суицидный пост
удалось починить сломанный мох за 2 минуты и сохранить демо. Молодец ;Не суицидный пост
лол, ты и я оба. Ворчливый и горький.;Не суицидный пост
Твоя воображаемая девушка хочет NFT на Рождество, что ты им покупаешь?;Не суицидный пост
хочет чтонибудь поесть, но не может решить, что взять, шортстэк был дома и в гостях, и привет Тори;Не суицидный пост
С шестилетием, Аден! Алайна была рада прийти на твой день рождения. Но, как ты сказал, приятель «Она живет в твоем доме…»;Не суицидный пост
– Я и мой парень Том на вечеринке в честь моего дня рождения;Не суицидный пост
Подождите, я беру свои слова обратно, я чертовски ненавижу жить в Маркхэме и хочу покончить с собой, черт возьми.;Пост о потенциальном самоубийстве
потому что, честно говоря, ты не сделал ничего плохого. Я не знаю, что, черт возьми, со мной не так, Сиа. я чувствую себя никчемным. ты дал… ;Пост о потенциальном самоубийстве
Самые трудные времена часто приводят к величайшим моментам в вашей жизни. Сохраняйте веру. В конце концов, все это того стоит.;Не суицидный пост
Таким образом, это хорошо показывает, что средний американец, пытающийся выйти на пенсию, умрет голодным и одиноким.;Пост о потенциальном самоубийстве
Называть законы именами умерших детей — это циничная уловка. «Если вы не поддерживаете этот закон, вы, должно быть, хотите, чтобы больше детей умерло, просто…;Пост о потенциальном самоубийстве
как странно. вчера я думал, что действительно хочу послушать рождественские песни.. думаю, не так уж и странно.;Не суицидный пост
Сегодня утром я увидел оленя на заднем дворе из окна своей спальни.;Не суицидный пост
все спорят изза этого, но Уилл мертв, дети Уэссы мертвы, и Джем однажды умрет вместе с Джессой…;Пост о потенциальном самоубийстве
Однажды я убью себя, и моя предсмертная записка будет просто дерьмом типа «мои руки какието пухлые. Пока»;Пост о потенциальном самоубийстве
Я устал жить в один и тот же день каждый день;Пост о потенциальном самоубийстве
ох, я так понимаю, ктото не может написать твое имя? Я Кэти и ненавижу, когда люди ставят Кэти х;Не суицидный пост
тут же архив nsb готов и вычищен, аккаунты ape обновлены, победитель Freeland отсортирован.. хаха, теперь пора заняться настоящей работой;Не суицидный пост
Уже хочет, чтобы его стимулировали;Не суицидный пост
Спасибо за предложение!;Не суицидный пост
Я всегда ненавидел свою жизнь. Мне всегда казалось, что жить не ради чего, но BTS мне помогли…;Пост о потенциальном самоубийстве
Я устал от всего, что происходит в моей жизни.;Пост о потенциальном самоубийстве
они сбросили эти чертовы тизеры, когда я был в классе. ДА, ОНИ ХОТЯТ, ЧТО Я УМЕР, ВЕРНО? ;Пост о потенциальном самоубийстве
я неудачник, неудачник, я трата жизни, и я хочу, чтобы все закончилось, мы можем, наконец, закрыть эту жалкую историю, единственное, что меня беспокоит, это долг, я не могу оставить свою семью с этим;Пост о потенциальном самоубийстве
получаю диплом по английскому!!!!!!! ах, не могу дождаться праздников;Не суицидный пост
Тайсон пахнет печеньем.;Не суицидный пост
Жду поезда, чтобы сходить к Эллен и съесть рыбный пирог на ужин! Я ждал этого момента всю свою жизнь;Не суицидный пост
НьюЙорк, пожалуйста;Не суицидный пост
Я так устала жить и учиться в колледже, что просто хочу бросить учебу и работать гденибудь подальше от всех ;Пост о потенциальном самоубийстве
КАЖДЫЙ ДЕНЬ. Я НЕНАВИЖУ СЕБЯ. ;Пост о потенциальном самоубийстве
Я обязательно так и сделаю.;Не суицидный пост
напоминает мне о твоем «эмоциональном отклике» пункт (удаление писем в Gmail) и почему я отключаю распознавание лиц в iPhoto '09;Не суицидный пост
".youtube.comTitomi15..СМОТРИТЕ ВИДЕО, КОММЕНТИРУЙТЕ И ПОДПИСЫВАЙТЕСЬ!! ; СЛЕДУЙТЕ за мной, Привет х";Не суицидный пост
это убийственная улыбка.. я польщена...;Не суицидный пост
Люди говорят, что чувствуют себя экспрессионистами, но я никогда не слышал, чтобы они говорили о пуантализме;Не суицидный пост
Мизери любит компанию;Не суицидный пост
Я учусь твиттерить!! лучше, чем платить налоги;Не суицидный пост
БЛЯДНО КОНЧИТЬ МОЮ ЖИЗНЬ;Пост о потенциальном самоубийстве
видел это некоторое время назад, это чертовски креативно;Не суицидный пост
Поздравляем всех, кто купил прослушку, чтобы им было легче покупать вещи ;Не суицидный пост
не все надоело.;Не суицидный пост
yashir33 Я хочу иметь возможность сосредоточиться на решении этой проблемы, не беспокоясь о том, что с тобой могут сказать или сделать.;Не суицидный пост
Секссны — мои наименее любимые сны. Как будто они всегда странные и появляются из ниоткуда, а потом ты думаешь, что это… ;Пост о потенциальном самоубийстве
вам, ребята, стоит присмотреться к Cube или EDH! Это весело, Сион, как в Kingdomhearts? Судя по аватарке, есть некоторое сходство!;Не суицидный пост
«Я собираюсь покончить с собой, потому что у меня нет цели на этой земле, потому что все, что я хочу сделать в этой жизни, — это пчела… ;Пост о потенциальном самоубийстве
Клянусь, неважно, в какое время я ложусь спать, мое тело всегда просыпается уставшим.;Пост о потенциальном самоубийстве
Он не устал.;Не суицидный пост
Смотрю шоу Эллен...;Не суицидный пост
Абдул устал.;Не суицидный пост
поддержка, чтобы сделать мир лучше;Не суицидный пост
Кофеиносодержащий и счастливый;Не суицидный пост
я приближаюсь к этому и уже не знаю, что делать. Я очень боролся уже около 5 месяцев. Я расстался с человеком, которого очень любил. Сначала я обратился к алкоголю и наркотикам, чтобы облегчить боль, но у меня начались суицидальные мысли. мне стало настолько плохо, что мне пришлось внести некоторые серьезные изменения в свою жизнь, или я не думал, что смогу это сделать, я сделал абсолютно все, что мог, чтобы подобрать себе терапию, психиатр лексапро, бросил пить, бросил курить, начал тренироваться, начал правильно питаться, начал путешествовать, сосредоточился на путешествиях. на работе и даже начал заниматься хобби, несмотря на все это, такое ощущение, что ничего не помогает, я едва могу встать с постели большую часть дней, я на грани слез каждый день, трудно чтолибо делать, даже трудно написать этот пост, я не знаю, что делать больше, я каждый день просыпаюсь с ощущением, будто меня пытают, прошло 5 месяцев, и это сводит меня с ума, чувствуя, что я не могу сбежать, мне действительно не помешало бы несколько мудрых слов прямо сейчас;Пост о потенциальном самоубийстве
Я мог бы, но тогда вокруг было бы слишком много людей, восхищающихся мной. Можете ли вы прислать мне адрес этого кавабара, пожалуйста?;Не суицидный пост
хб!;Не суицидный пост
Я ухожу, продолжаю гриндить, но все равно чертовски отстойно. У меня нет жизнито, и я все еще отстой. Я никогда не получу себя… ;Пост о потенциальном самоубийстве
я устал от тебя… ;Пост о потенциальном самоубийстве
У меня сегодня хор. Это делает меня счастливым;Не суицидный пост
я хочу убить ее.;Не суицидный пост
Я молодец. Ктото сказал «Ты говоришь правой стороной рта». о, это было случайно. Я думаю, ты мило говоришь, дорогая.;Не суицидный пост
Я был почти уверен, что во время встречи ты просматривал новые твиты на своем iPhone.;Не суицидный пост
Я чертовски скучаю по тебе ( но тебе, наверное, лучше без меня.;Пост о потенциальном самоубийстве
Хехе, спасибо.;Не суицидный пост
Джон Стюарт любит Твиттер ;Не суицидный пост
Отец, чья дочь покончила жизнь самоубийством, заявив «Каннабис очень, очень опасен», — это «инстр… ;Пост о потенциальном самоубийстве
Michigan, USA,  Привет, я знаю, что ты изо всех сил пытаешься сбежать, не имея времени даже на то, чтобы спасти своих питомцев или семейные реликвии, чтобы не сгореть заживо. Я знаю, что целые города сгорели дотла и сотни тысяч стали бездомными и эвакуированы. Но, пожалуйста, найдите время, чтобы сообщить МНЕ, как помочь.;Пост о потенциальном самоубийстве
TransFact К сожалению, около 78% трансгендеров, над которыми издевались в школе, думали о самоубийстве или пытались его совершить. Это не…;Пост о потенциальном самоубийстве
мне нужна другая работа, если он собирается болтать всю ночь. он милый, так что я переживу это;Не суицидный пост
джооооордан, с днём рождения, наслаждайтесь этим днём и веселитесь!;Не суицидный пост
спасибо за фото ;Не суицидный пост
Woke ,  Жизнь трудна. Я никогда не думал, что зайду в социальные сети, чтобы высказатьпоговорить о своих чувствах. Но чувак, моя жизнь — отстой. Я не хочу внимания…;Пост о потенциальном самоубийстве
Только что набрал 10 000 в достижениях Xbox 360.;Не суицидный пост
Я играю в хоккей и получал такие пенальти. мертвая игра или нет, ты не можешь пойти… ;Пост о потенциальном самоубийстве
...........нахрена они поставили Дэниела на матч против Брока? Они хотят, чтобы он умер в воскресенье?;Пост о потенциальном самоубийстве
Конечно! Но стану ли я бунтовщиком, если не дождусь «Follow Friday»? хаха;Не суицидный пост
День исследования цен на шведский стол, который миссис КМ проводит в пятницу. Вчера услышал, что сделка по нашему новому магазину наконецто продвигается.;Не суицидный пост
"Мне показалось, там написано «хочу сделать снимок»; на секунду  мне интересны оба ";Не суицидный пост
Дай мне этот миллион долларов, мы отправимся в тур по Великобритании, и я покажу тебе всех нужных тебе людей.;Не суицидный пост
работает над своей листографией. ;Не суицидный пост
Мне нужно сказать....LOL;Не суицидный пост
Шортстек дома и на выезде;Не суицидный пост
я собираюсь купить билет на слэмданк сегодня;Не суицидный пост
Мне нужен наставник, наставник, фигура отца, ангелхранитель или ктото еще, кто может сказать мне, что делать с… ;Пост о потенциальном самоубийстве
я учусь любить себя и больше не хочу здесь находиться;Пост о потенциальном самоубийстве
кажется, вместо того, чтобы надеяться, что я доживу до 27, я молюсь, чтобы дожить до 20, я действительно почти сдался прямо сейчас, каждый день я думаю об исчезновении из мира все больше и больше, как будто это становится реальным вариантом;Пост о потенциальном самоубийстве
"я люблю тебя ;33";Не суицидный пост
Да, перчатки — мой образец. Я сделал много перчаток на своих станках.;Не суицидный пост
".youtube.comTitomi15..СМОТРИТЕ ВИДЕО, КОММЕНТИРУЙТЕ И ПОДПИСЫВАЙТЕСЬ!! ; СЛЕДУЙТЕ за мной, Привет х";Не суицидный пост
Что за программное обеспечение на среднем экране? Я использовал Adobe Premiere и Sony Vegas для создания любительского видео.;Не суицидный пост
до свидания, жестокий отец, издевающийся над тем, что я слабак, потому что в моем детстве у меня никогда не было отца, которого я никогда не видел, мне никогда не приходилось трахать девочек, которых я хотел трахать, я никогда ни о чем не говорил, потому что я слишком слаб, чтобы участвовать в трех турах по Ираку, убивал людей, которые пытались убить я видел, как эти люди убили моих друзей, потерял обе ноги на обочине дороги, я хотел стать врачом, но мечты  это всего лишь фантазия, а не чтото достижимое, провел 10 лет в тюрьме после того, как полицейские обыскали мой дом и нашли 5 граммы травки, я устал каждый день пробираться через этот ад, я долго ждал этого момента, и у меня есть 9миллиметровый пистолет, готовый выполнить работу быстро и чисто, к черту это место;Пост о потенциальном самоубийстве
