Твитнуть,Самоубийство
"@jasonjdenis Доброе утро, Джейсон !!! Надеюсь, тебе нравится писать в Твиттере, мой друг в Твиттере!",Не суицидный пост
"Кто-нибудь знает, где можно купить ноты для фортепиано к Сценарию? Потому что я не хочу заказывать его онлайн, если смогу купить его в Дублине.",Не суицидный пост
@simonbigpicture Конечно! Я просто не доверяю какому-то одному источнику или фильтру данных.,Не суицидный пост
"потрясающая песня Прессы, воспроизведение на пленке: http://www.youtube.com/watch?v=hLWw1OpDrpI, чудаковатость в лучшем виде",Не суицидный пост
"@ Secondcitystyle LOL Я думал, это пост о покупке хороших и дешевых вин.",Не суицидный пост
@kcofficial ночь Келли х,Не суицидный пост
"Ненавижу, когда я разговариваю сама с собой, а кто-то такой: «А?». Разве здесь девушка не может спокойно поговорить сама с собой? черт возьми",Пост о потенциальном самоубийстве
"@bwagy, такие хорошие люди, как ты, не боятся писать настоящие твиты! прозрачность показана по-настоящему! ваше здоровье",Не суицидный пост
"@w_terrence @JenNbrenstore Этот парень — совершенный продукт ПРОГРЕССИВНОГО ПЕРЕВОСПИТАНИЯ. Другими словами, он… https://t.co/moXnGTexzJ",Пост о потенциальном самоубийстве
"RT @DrugForumsBest: Я проснулся с мешком на голове после того, как намеренно принял передозировку, приняв 250 мг диклазепама и половину ручки бу…",Пост о потенциальном самоубийстве
"@daveixd Оскорбительно? *Вы* это изобрели? Теперь я знаю, что подарить тебе на день рождения: http://is.gd/rcf4",Не суицидный пост
И это не имеет НИКАКОГО логического смысла в их извращенном виде… https://t.co/nQqmX2vwmR,Пост о потенциальном самоубийстве
Интересная ночь! я люблю своих сестер,Не суицидный пост
"К сожалению, я не могу оставить себя в покое и попытаться… https://t.co/FCgrffTOSd",Пост о потенциальном самоубийстве
Бэзил и Хафиз проводят очень приятный гей-момент в студии,Не суицидный пост
"@animeesay,,я хочу сказать, что никогда больше не буду активен. Не совсем уверен, в любом случае у меня нет причин оставаться здесь, пока, берегите себя.",Пост о потенциальном самоубийстве
"RT @memorymess: Боль! это как огонь и усилитель; воспоминания — это алкоголь, усиливающий его вспышку. Вы когда-нибудь чувствовали треск своей сломанной…",Пост о потенциальном самоубийстве
"«И некий слуга сотника, который был дорог ему, был болен и готов был умереть». ~Луки 7:2 #Иисус #Бог #Библия",Пост о потенциальном самоубийстве
"@dylanphayes Упс! Я очень хочу отправиться в Сидней/Мельбурн. Даже если ГГГ приедет сюда, нам все равно стоит отправиться в путешествие.",Не суицидный пост
"доброе утро, твиттеры",Не суицидный пост
Значки TweetDeck раздражают ваш рабочий стол? ИЗМЕНИТЬ http://tinyurl.com/dca4r7 (с сайта Devianart http://tinyurl.com/djg77b),Не суицидный пост
"@Madyson_gregg,Кастровилль, Техас,RT @jaemverse: я просто не хочу больше здесь находиться",Пост о потенциальном самоубийстве
"@Kal_Penn Спасибо, Кэл!!! Ты замечательный!!! Удачи во всем, что вы сделаете!",Не суицидный пост
"я чуть не снова попытался покончить жизнь самоубийством, когда кто-то шантажировал меня и угрожал бросить меня в тюрьму за то, чего я не совершал, он знал, где я работаю, и имена моих родителей",Пост о потенциальном самоубийстве
"@OfficialCole Хай Коул. Я родом из Германии, и мое самое большое желание — связаться с тобой. Я знаю, что никогда не смогу тебя увидеть, но это нормально.",Не суицидный пост
"@BMkerchief Мне нравится каждый раз публиковать обновления. Ваша аватарка — потрясающий сайт, позвольте мне вам сказать!",Не суицидный пост
"почему с каждым днем ​​я ненавижу свою жизнь все больше и больше, я действительно чувствую, что мне суждено быть несчастным навсегда",Пост о потенциальном самоубийстве
"ищу хорошее платье, можете мне помочь?",Не суицидный пост
"Я только что закончила кормить Кайдена завтраком, так что теперь мы расслабляемся и смотрим «Шрека».",Не суицидный пост
Когда моя бутылочная поп-музыка встряхнет меня!..,Не суицидный пост
"@benjamenus ох блин, это не ты?? не волнуйтесь, я бы не сказал здесь ничего такого, чего не сказал бы им лично.",Не суицидный пост
"Просто просыпаюсь и не могу решить, какой напиток выпить на завтрак. некоторые люди становятся зависимыми от Твиттера, это забавно",Не суицидный пост
и когда мы поворачиваемся и смотрим в будущее..... впереди очень интересные времена,Не суицидный пост
RT @enews: Поздравляем #BTS с победой в номинации Music Group of 2018 на #PCA. https://t.co/H278vwYwMt,Не суицидный пост
"Возвращение к OS X после вынужденного 5-месячного перерыва, когда я использовал только Windows и Linux, делает меня счастливым туристом",Не суицидный пост
"Полчаса отладки проблемы CSS на компьютере коллеги, прежде чем я вспомнил, что пару недель назад установил IE8 на свой компьютер.",Не суицидный пост
"RT @myugnjuns: в любом случае, Арохас, давайте усердно работать, чтобы показать нашу любовь и поддержку астронавтам в этом возвращении, поскольку они дают нам еще одно благо",Не суицидный пост
"@candyguy53, Тилсонбург, Онтарио, @amvetsupport Хорошо.",Пост о потенциальном самоубийстве
"Я сделал перерыв в Твиттере, теперь я вернулся",Не суицидный пост
"@shelleybookworm Ха! Действительно, круглая форма, и есть круглые части меня, которые мне хотелось бы сгладить.",Не суицидный пост
"RT @bakugousblackgf: nishinoya, маленькая и готовая умереть: съешь мою задницу духами",Пост о потенциальном самоубийстве
RT @NiallOfficial: 2 победы за 2 недели. Поздравляем @TyrrellHatton! Машина,Не суицидный пост
"Я думаю, что, возможно, пришло время для некоторых действительно грязных песен от Nickelback, лол.",Не суицидный пост
"@paulissima Это просто панель инструментов с набором функций, ничего особенного. На самом деле для переводчика это не так уж и полезно.",Не суицидный пост
"Черт возьми, я не могу спать! Сегодня иду за покупками",Не суицидный пост
"Я спрашиваю Бога, почему я продолжаю терять людей в своей жизни, но я понимаю, почему каждый день ты не можешь двигаться вперед по жизни.",Не суицидный пост
"Ура! Кто-то слушает! Задержка так долго, теперь пропустил встречу. Вернувшись домой, чтобы выгулять собаку и перенести мероприятие",Не суицидный пост
"@gigdiary @bugmum Думаю, он перепутал наши описания, Багмам. Либо так, либо тебе придется дразнить его еще больше, обращаться с ними грубо.....",Не суицидный пост
@geeklitebeta Пришлось подписаться после прочтения этого твита на тему «Почему каждую секунду...»,Не суицидный пост
я ненавижу себя,Пост о потенциальном самоубийстве
@889grapevine С нетерпением жду нового сайта,Не суицидный пост
Желаю вам всем счастья и любви в…,Не суицидный пост
"мне хочется убежать далеко, в прекрасное место, где никто не сможет меня найти.",Не суицидный пост
"У меня сегодня ленивый день. Ууу, доброго времениzzzzzzzz",Не суицидный пост
"я хочу покончить с собой, но боюсь умереть. Я страдаю от этой боли около 3 лет. Я посещала многих терапевтов и пробовала лекарства. Ничего не помогло. Сегодня вечером я сказала родителям, что хочу покончить жизнь самоубийством, и это ни к чему не привело. но в моем доме хаос. Я искал в Интернете способы умереть и пришел к выводу, что питье и прием лекарств — это лучший вариант для меня. Я уже пил, но не решался принимать лекарства, потому что боюсь умереть, я не хочу верь в бога, я не знаю, что будет потом смерть я боюсь боли и боюсь что будет больно и у меня ничего не получится",Пост о потенциальном самоубийстве
"Я не сплю всю ночь, пытаясь заставить себя чувствовать себя хорошо, мне слишком неудобно заснуть, тьфу, к черту эту суку… https://t.co/gkzZR3jNfW",Пост о потенциальном самоубийстве
"моя жизнь бессмысленна, я просто так сильно хочу покончить с собой, моя жизнь совершенно пуста, и я не хочу создавать в ней смысл, создавать смысл — это боль, как долго я буду сдерживать желание сначала поехать на машине в следующую человек, идущий в противоположном направлении, когда я перестану завидовать таким трагическим персонажам, как Гомер Пайк, за быстрый конец, который они смогли принести в свою жизнь",Пост о потенциальном самоубийстве
"RT @JoshYugen: @EntrataLorna @maymayentrata07 Привет, Тита @EntrataLorna, теперь я знаю, почему она самая скромная и самая искренняя, хотя это…",Не суицидный пост
"Почему я прекрасно справляюсь со своей работой, которую презираю всем сердцем, но при этом умудряюсь по-королевски облажаться каждую секунду… https://t.co/sUX9u3Bo3q",Пост о потенциальном самоубийстве
сидел дома и ничего не делал? с нетерпением жду Бейкуэлла на следующей неделе,Не суицидный пост
@GemBrodie Мне уже давно нравится Райдер. было приятно увидеть его выступление в транслируемом по телевидению бою. мне это нравится,Не суицидный пост
@pinksealight хаха 2 часа ночи лол омг Я ТОЖЕ ЗАМОРОЖАЮ!! хаха,Не суицидный пост
"@D_Silver, я видел твои фотографии! горячий!",Не суицидный пост
"Прохладный! Теперь у меня есть своя прыгающая музыкальная тема! Я собираюсь перестать думать о том, что это музыка Пепе Ле Пью, и просто прыгнуть",Не суицидный пост
"@jaimiefanatic о том времени, когда вышел микс Mc Flipside, это оооооооооооооооооооо",Не суицидный пост
"Поскольку мое финансовое положение ухудшается, самоубийство, связанное с моим психическим здоровьем, тоже ухудшается, и это мой план Z, и я чувствую, что вот-вот достигну плана Z. Я думаю, что мне следовало покончить жизнь самоубийством в 15 лет, когда я много об этом думал, теперь я вырос и я сделал свою жизнь хуже",Пост о потенциальном самоубийстве
"@seanhannity «Каждый день становится разочарованием для нас, АМЕРИКАНЦЕВ, которые хотят вернуть НАШУ АМЕРИКУ такой, какой она должна быть»! . Л… https://t.co/qRm2xOgJxL",Пост о потенциальном самоубийстве
RT @shaunking: Я поддерживаю в этом @RepBarbaraLee.,Не суицидный пост
"Я просто устал от всего, я хочу умереть",Пост о потенциальном самоубийстве
"RT @elsierosehewitt: сколько гнева ты должен нести, чтобы так плохо относиться к незнакомцу, о чьей жизни/борьбе/битвах ты ничего не знаешь?",Пост о потенциальном самоубийстве
"молится за свою новую карьеру. слава богу, я получил новую работу.",Не суицидный пост
"Ураааааааа!!!!!!!! Горжусь тем, что был маленькой капелькой в ​​этом ð.     Поздравляю @joshua_harder, ты… https://t.co/rA4Xj5oWVf",Не суицидный пост
RT @vanbrueghel: освободи мое тело,Пост о потенциальном самоубийстве
"RT @trilllizard666: клянусь, некоторые вы, ублюдки, ХОТИТЕ, чтобы люди после смерти стали ужасными расистами, насильниками, гомофобами-педофилами, а вы…",Пост о потенциальном самоубийстве
"@MmmBaileys, с Днем Рождения! Вам тоже нравится лисья аватарка. Серьезные планы на вечеринку на важный день?",Не суицидный пост
"я что-то сделал 2 октября, у меня была передозировка, я просто чувствовал себя таким одиноким и ужасным, я был в больнице уже два дня, когда я иду по коридорам школы, они всегда странно смотрят на меня и говорят, что мне нужно принять еще таблетки, и я ненавижу у меня никого нет, у меня сейчас этот голос в голове, и он не исчезнет, ​​и я больше не могу быть собой, спасибо, что прочитали",Пост о потенциальном самоубийстве
Большой закон убил моего мужа»: открытое письмо вдовы партнера Сидли https://t.co/fm1oCvjRYy #Самоубийство #Депрессия #Стыд,Пост о потенциальном самоубийстве
@smeykunz Мы все можем весело провести женский вечер! Присоединиться может каждый!,Не суицидный пост
"угадайте, кто умрет сегодня? это я!! Я слишком устал от всего, и мне слишком больно,",Пост о потенциальном самоубийстве
"Я просто хочу напомнить, что Мак не умер от кокаина, смешанного с фентанилом. У него буквально была очередь. .âдерьма не было… https://t.co/wUElVuw1CO",Пост о потенциальном самоубийстве
"Смотрю «Трон» О боже, гениальная штука :-D. сцена с велосипедом только что промелькнула",Не суицидный пост
"Сахарные слойки на завтрак и ужин; слушаю McFly, какой отличный способ начать свой день",Не суицидный пост
У @dvroegop снова более 100 слайдов,Не суицидный пост
"@Elianasunshine7, Ньюфаундленд, Канада,RT @animeesay: Я хочу сказать, что никогда больше не буду активна. Не совсем уверен, в любом случае у меня нет причин здесь оставаться, всем пока…",Пост о потенциальном самоубийстве
Сегодня мы снова открыты с 10:00 до 19:00.. заходите к нам,Не суицидный пост
"@KDwow_ извини, я все время скучаю по тебе, ладно, тебе не нужно ни за что извиняться, у нас у всех бывают плохие дни, и с чем ты имеешь дело… https://t.co/aaKsXzHZoT",Пост о потенциальном самоубийстве
"@imjustcreative здравствуй, чувак",Не суицидный пост
"RT @WanNurSyaira: Я никогда не говорю, что моя жизнь несчастна, моя жизнь довольно хороша, не буду врать. Но то, что кажется «привилегированной» жизнью, может не…",Пост о потенциальном самоубийстве
@OurDave Хорошие маршруты здесь http://www.bikely.com/maps/bike-path/Manly-Dam-Mountain-Bike-Track была сегодняшней поездкой. 2 круга!,Не суицидный пост
"Это больно, и сама мысль о том, что еще один молодой человек покончит с собой, делает чрезвычайно трудным увидеться со своей семьей… https://t.co/45IlNiJt6h",Пост о потенциальном самоубийстве
@diablocody Я ПОЛЮБИЛ ТЕБЯ В ЧЕЛСИ ПОСЛЕДНЕЕ время!!,Не суицидный пост
@robjjones Муди Вудс просто потрясающий,Не суицидный пост
"раз уж мы говорим о нем, эй, помнишь, когда YandereDev сказал, что умственно отсталые люди заслуживают смерти, p… https://t.co/eokuBuayM6",Пост о потенциальном самоубийстве
"@kimlet9: о, это было здорово! Спасибо, я передам это.",Не суицидный пост
"ОМГ СЕРЬЕЗНО? ПОЧЕМУ НЕТ? это было дерьмо. У меня выходной в четверг, а что ты хочешь сделать? я получил ответ ДА!",Не суицидный пост
"@Melissa_Lyford Ты такая милая невестка! Надеюсь, сегодня все пройдет хорошо!",Не суицидный пост
@poindexterity Ох! Я никогда не был на блошином рынке Аламеда. Обязательно проверьте это. Спасибо,Не суицидный пост
@tcouto Классная штука!,Не суицидный пост
"Я действительно никогда не был более доволен своей жизнью :))) Я избавился от всех токсичных людей, которые меня расстраивали :))) и эти… https://t.co/g8KBt7lbtw",Пост о потенциальном самоубийстве
@sofii это очень важно!,Не суицидный пост
"@PoorBoyOnline Не было причин, чтобы тебя забанили 2k, неправильно.. Ронни продолжай банить людей, которые ничего не делают, а только пытаются… https://t.co/zijyqCpXoE",Пост о потенциальном самоубийстве
"блин, я действительно ненавижу себя",Пост о потенциальном самоубийстве
Всем спокойной ночи... просто наслаждался общением на Connect2mums. Проверьте это. http://connect2mums.ning.com/,Не суицидный пост
"RT @BabitaBandhu: @MLekhiOffice Мир выбрал правильный путь, празднуя «Матри питри пуджан дивас», начатый #Bapuji. #ServiceForHumanity",Не суицидный пост
"@kimmmyberley Лол, он делает несколько хороших замечаний. Мне нравятся фразы «клиенты, которые купили крокодилы, также купили…», смешно!",Не суицидный пост
"аааа мне нужно поспать, но клеверфилд в 3 часа ночи того стоил!",Не суицидный пост
"@psandalio да, я вспомнил, что читал об этом, думаю, кто-то еще об этом упомянул. На рынке еще есть место",Не суицидный пост
"@PhilipMcCluskey Понял, это мой холодильник: http://tinyurl.com/dxvmx7 ... хотя не уверен, что он хорошо сфотографирован, арг.",Не суицидный пост
"Рада, что сегодня утром она переоделась 3 раза xD, это прекрасно и amp; солнечный",Не суицидный пост
"я, вероятно, убью себя до 2018 года. Я всегда был в депрессии, насколько я помню, лето лучше, но школа всегда делает все намного хуже. худшее, что когда-либо было, я перевелся на раннюю программу колледжа, так что я учусь в cc вместо своей дерьмовой средней школы, я учусь в школе всего две недели, и все прогрессирует намного быстрее, чем обычно, не знаю, почему я хочу умереть, со мной ничего травмирующего не случилось но я делаю я так себя ненавижу, что, наверное, соглашусь, если в ближайшее время ситуация не наладится",Пост о потенциальном самоубийстве
"@Carlotaxx 'Вечер, Карлота, неплохо, спасибо... немного устал... но это нормально... *закатывает глаза* ... ;-)",Не суицидный пост
"@SowaTheArrogant Ну, отчасти он был прав! Я очень хочу, чтобы он заболел и умер, а я бы танцевала на его могиле! Май… https://t.co/5AzPorJUos",Пост о потенциальном самоубийстве
"@cyberpenguin Я действительно в порядке... устал, но в порядке",Не суицидный пост
"RT @anjellycaa_: Я сейчас на том этапе семестра, когда мне все так надоело. Я просто хочу перевернуться и умереть.",Пост о потенциальном самоубийстве
"Сегодня я чуть не покончил с собой, потому что меня чуть не сбил автобус, слава Аллаху.",Не суицидный пост
"мои друзья думают, что я странный, потому что я все время смотрю новости… смотрю новости",Не суицидный пост
"я хочу принять передозировку адвилом и бенадрилом и просто покончить с этим, у меня достаточно, чтобы сделать работу, я очень устал от этого дерьма, я просто хочу сдаться",Пост о потенциальном самоубийстве
"ЛОЛОЛОЛОЛ Я НЕНАВИЖУ, КАК Я ДОВЕРЯЮ ЛЮДЯМ, УЖАСНЫМ ФОТОГРАФИЯМ СЕБЯ, А ПОТОМ ОНИ СЛОМАЮТ ЭТО ДОВЕРИЕ, КАК ЛОЛ, ЧЕРТ, ОК, ИНОГДА БУДЕТ ТАК",Пост о потенциальном самоубийстве
"Это мой взгляд из Канады.. чего бы это ни стоило. Более половины из вас так сделали... иначе он не был бы президентом... он обращается со своими друзьями как с дерьмом... теперь все его враги... США потеряли ВСЕ уважение отсюда... мы хотим, чтобы вы построили здесь стену... потому что мы просто тебе больше не доверяем..",Пост о потенциальном самоубийстве
"Я хочу, чтобы ты объяснился мне.",Не суицидный пост
"RT @reckless: Я так завидую этой безумной истории @TaylorLorenz, что хочу умереть https://t.co/6RNqtfKlH5",Пост о потенциальном самоубийстве
@JamFactory и такой красивый (хотя и типично Mac'y) веб-сайт,Не суицидный пост
"Я СОБИРАЮСЬ УБИТЬ СЕБЯ, мой учитель рисования только что расширил домашнее задание, которое нам нужно было выполнить, черт возьми, ПЯТЬ РАЗ, Я ТАК… https://t.co/BYzGwBrFWB",Пост о потенциальном самоубийстве
"@MattKelland, Далек великолепен",Не суицидный пост
"RT @hullablue: Дочь была рада увидеть сегодня этого помощника судьи: «У нее такие же волосы, как у меня, могу ли я быть судьей?» '",Не суицидный пост
Мбаппе не устал.,Не суицидный пост
"RT @MilradJalen: @raesanni Я согласен, что это ужасно и бессмысленно. Несмотря на свои последние ошибки, он не заслуживал смерти и насмешек над ним…",Пост о потенциальном самоубийстве
RT @dcostaroberts: Пентагон потратил миллионы на предотвращение самоубийств. Но вместо этого увеличился уровень самоубийств.  https://t.co/D7BaGVTi9h,Пост о потенциальном самоубийстве
"чувак, игра престолов закончится в следующем году, и мне придется ждать 10 лет, пока выйдут TWOW и ADOS, чтобы получить меня… https://t.co/LIVsVvZC3M",Пост о потенциальном самоубийстве
"привет! только что присоединился, и я думаю, что это великолепно! хаха все еще в постели........не могу встать! в любом случае..........ПОКА!",Не суицидный пост
"думал о том, чтобы покончить с собой. В 10 лет меня изнасиловал пьяный бездомный, который пытается найти, где я живу, и сейчас мне 19 лет, мальчик, у меня нет друзей, моя девушка бросила меня, все меня ненавидят, мои мама и папа ненавидят меня, я когда я был ребенком, меня оскорбляли, у меня нет смысла больше жить, я хочу покончить с собой",Пост о потенциальном самоубийстве
"RT @therealMickeyT: Это было не то выступление, которого мы хотели, но мы были в восторге от того, что мы до сих пор непобедимы и добились успеха. получил лучший ГК в мире",Не суицидный пост
"В Нью-Йорке, слава богу, задержек рейсов нет. Лас-Вегас запомнился! Понравился концерт fob/atl/cs",Не суицидный пост
"собирается вздремнуть перед тем, как пойти на обучение по программе BM.",Не суицидный пост
RT @porrafelipeee: Они считают меня мертвым ублюдком.,Пост о потенциальном самоубийстве
@bensummers Разве это не мило с их стороны.... Альтруизм во всей красе....,Не суицидный пост
http://twitpic.com/2y7ho - редактировать = мое настроение,Не суицидный пост
@aaronspears Она такая милая Удачи с музеем... лол,Не суицидный пост
"@thatalisongirl Думаю, рыжие соседи поссорились, очень сильно! Я не знаю, что делать",Не суицидный пост
Хочу убить его.,Не суицидный пост
"почему человечество в последнее время боится смерти, я все чаще и чаще спрашиваю себя, почему мы боимся смерти сейчас, в средние века, например, конечно, вы боитесь попасть в ад и такую ​​​​ерунду, но сегодня, даже если это совершенно безболезненно, почему бы ты изо всех сил пытаешься покончить со всем этим, я сам не склонен к суициду, я бы сказал, даже если я думаю об этом чаще, чем просто перестать заниматься киской, но легкий путь, почему я должен бороться с жизнью вместо того, чтобы идти легким путем лично, я думаю, это потому, что человечество боится неизвестного, которое мы не знаю, что происходит после смерти, потому что никто на самом деле не вернулся после настоящей смерти и не сообщил о ней как о настоящей клинической смерти, но на самом деле это единственная причина, по которой я знаю, что пока не собираюсь покончить с собой, и, вероятно, так и останется, потому что я просто слишком большая часть киски, чтобы быть киской, если вы понимаете, о чем я",Пост о потенциальном самоубийстве
"я хочу, чтобы все почувствовали мою боль, мне надоело, что все пытаются меня удержать и воспользоваться мной, мне надоело всегда быть вторым выбором, мне надоело, что мной пренебрегают, меня боятся и ненавидят, я хочу, чтобы все почувствовали мой гнев и мою боль, мне надоело прятаться в тени и просто принимая все это, я хочу, чтобы с ними случилось все, что они когда-либо делали со мной, и 100 раз, я надеюсь, что они никогда не получат облегчения, я устал от людей, и я не боюсь признать это, и мне больно видеть это много счастливых людей с идеальной жизнью, они этого не заслуживают, если я не могу быть счастливым, почему кто-то другой должен быть счастливым?",Пост о потенциальном самоубийстве
"Вернулся домой и закончил ужин. Зашел на минутку, сегодня вечером еще много дел! Вернись позже",Не суицидный пост
@weird6 это так. Пиццерия свободна только во время ужина. В мою честь была названа пицца «Ву».,Не суицидный пост
"Я чертовски устал от депрессии. Сегодня я проснулся с ощущением продуктивности, теперь я не хочу ничего делать, я чувствую себя дерьмово… https://t.co/hdyYYzOq6X",Пост о потенциальном самоубийстве
"@jessedonoe Я имею в виду.... моя жизнь ужасна, так что, думаю, свет в конце туннеля",Пост о потенциальном самоубийстве
"@PembrokeDave Просто работаю, приятель, но на следующей неделе у меня выходной",Не суицидный пост
"я закончил, мой последний пост был о том, как я устал жить, и единственное хорошее, что осталось в моей жизни, это моя девушка, но она только что рассталась со мной, и я чувствую себя таким одиноким и безнадежным, что мне не хочется продолжать, я действительно хочу убить себя",Пост о потенциальном самоубийстве
ем как обычно....не могу дождаться Пого в четверг вечером! возглас,Не суицидный пост
@rabbitroodle И я тоже! *УРА!* ДОБРОЕ УТРО!!!,Не суицидный пост
"@inmyheadstudios ну... думаю, доброе утро... лол, нет ничего лучше, чем играть в музыкальные стулья там, где ты спишь!",Не суицидный пост
@destanigroup Спасибо за ссылку на fastpitch!,Не суицидный пост
*кхе* *кхе* Я... Дарт Бэтмен! http://hex.io/kkf самый блестящий кроссовер всех времен,Не суицидный пост
"почему я такой слабый, что не могу идти в ногу с тем, что я так себя чувствую не по вине своей новой работы, так почему я должен наказывать их, уходя в отпуск, я должен быть лучше, чем сейчас, я так боюсь взять отпуск из-за стресса, который сейчас Я начинаю убеждаться, что самоубийство - единственный вариант, который мой врач прописал мне на лекарствах, вероятно, потому, что я сумасшедший, я не знаю, у меня нет ни друзей, ни сети поддержки семьи, так что не надо с этим дерьмом друзей, и все, что у меня есть, это мой парень, с которым можно поговорить, но это не его проблема, я не буду обременять его своей слабостью, я дерьмовый человек, я этого заслуживаю",Пост о потенциальном самоубийстве
Я чувствую себя таким одиноким,Пост о потенциальном самоубийстве
@madhoward... Я почти догнал HIMYM! Вчера вечером я посмотрел 3-4 серии с @calamus! ССССООО ХОРОШО!,Не суицидный пост
"RT @SevenShepherd: «И некий слуга центуриона, который был ему дорог, был болен и готов был умереть». ~Луки 7:2 #Иисус #Бог #Библия",Пост о потенциальном самоубийстве
"Сейчас отправляюсь в город, увидимся позже",Не суицидный пост
"@JonathanRKnight Спасибо, что вдохновили людей узнать о великом деле, о существовании которого они иначе могли бы и не догадаться.",Не суицидный пост
"забыла, что у нее есть твиттер &amp; рад узнать, что к нам присоединилось больше людей.",Не суицидный пост
"сестренка, не надо. моя жизнь не такая, как ты думаешь. моя жизнь несчастна.",Пост о потенциальном самоубийстве
"@aplusk Ха! Приятно... Прямо сейчас по телевизору показывают любовь, какой милый фильм!",Не суицидный пост
Лучшие друзья останутся сегодня!!,Не суицидный пост
"RT @NickdMiller: Черт, это же хардкор. Я ненавижу себя за то, что разогреваю так много духовок вопреки четкому стилю AP. https://t.co/uWN48qF0nT",Пост о потенциальном самоубийстве
"@alexiaaa хаха, отстой быть тобой",Не суицидный пост
"@nikkiclifton Спасибо, драгоценная женщина. Пусть вы получите это и гораздо больше, чем вы когда-либо могли надеяться или представить.",Не суицидный пост
"наконец пришло время, я наконец готов покончить со всем этим после 25 лет отвратительной жизни, я готов покончить со всем, я должен был сделать это раньше, но вся моя жизнь заключалась в том, чтобы справиться с этим, я умру от депрессии и вынужденного целомудрия перед смертью думал о том, чтобы прибегнуть к секс-работе, но у меня нет мотивации для этого, я умру в городе, где я родился, высота моста 75 метров, так что его должно быть достаточно, чтобы убить меня, если я упаду на бетон, прощай, бессмысленный мир",Пост о потенциальном самоубийстве
"@cityrat59 не с чем поздравлять, это просто задание, но спасибо @geovolt я не работаю в группе Maemo",Не суицидный пост
"я так устала, я просто хочу спать, но боюсь того, что мне может присниться, я думаю, это только моя вина, я думаю, что во всех моих проблемах виноват я сам, я слышал, что это должно заставить меня чувствовать себя лучше, потому что это значит, что я могу работаю над тем, чтобы стать лучше и что-то изменить, мне становится только хуже, потому что я знаю, что людям все равно, если я умру, я хотя бы немного спросил, тогда я смогу отдохнуть, я бы не устал, я бы не устал",Пост о потенциальном самоубийстве
